Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Month,Year
6,23.4,26.8,20.8,-,81,2.79,6.3,8.0,14.8,-,o,,,,8.0,2020.0
7,23.4,27.8,21.4,-,82,1.27,6.3,7.6,11.1,-,,,,,8.0,2020.0
8,22.4,27.2,20.4,-,87,0,5.5,7.0,18.3,-,o,,,,8.0,2020.0
9,21.8,27.4,20.2,-,89,2.29,5.5,7.4,14.8,-,o,,,,8.0,2020.0
10,21.9,26.0,19.5,-,85,12.19,6.9,6.3,9.4,-,o,,,,8.0,2020.0
11,22.8,27.0,20.6,-,85,0,6.9,5.2,9.4,-,,,,,8.0,2020.0
12,23.4,28.0,20.5,-,78,5.08,6.3,6.5,9.4,-,,,,,8.0,2020.0
13,23.7,27.2,20.6,-,73,0,7.7,6.3,11.1,-,,,,,8.0,2020.0
14,22.7,28.0,20.2,-,82,0,6.9,5.2,7.6,-,o,,,,8.0,2020.0
15,22.4,25.6,20.4,-,81,0,6.9,7.2,9.4,-,,,,,8.0,2020.0
16,21.6,25.6,20.0,-,87,0,5.5,7.8,11.1,-,o,,,,8.0,2020.0
17,22.2,25.6,20.1,-,89,0.25,6.9,5.2,7.6,-,o,,,,8.0,2020.0
18,23.0,26.2,20.6,-,81,1.02,6.9,7.2,11.1,-,,,,,8.0,2020.0
19,23.1,26.4,20.4,-,79,0,6.3,4.8,7.6,-,,,,,8.0,2020.0
20,22.8,26.8,20.6,-,83,0,6.9,4.8,9.4,-,o,,,,8.0,2020.0
21,24.1,26.8,21.0,-,77,0,6.6,7.6,33.5,-,,,,,8.0,2020.0
22,24.1,28.0,20.6,-,81,9.91,6.9,4.6,9.4,-,o,,,,8.0,2020.0
23,24.1,29.2,21.0,-,80,0,6.3,3.1,7.6,-,o,,,,8.0,2020.0
24,24.1,27.8,20.9,-,77,2.03,7.7,3.1,5.4,-,o,,,,8.0,2020.0
25,25.0,29.6,20.5,-,70,0,6.9,2.0,7.6,-,,,,,8.0,2020.0
26,25.6,30.2,22.0,-,66,0,6.3,1.9,3.5,-,o,,,,8.0,2020.0
27,24.2,30.0,21.2,-,69,0,7.7,3.3,5.4,-,o,,,,8.0,2020.0
28,25.3,29.8,20.4,-,62,0,6.3,4.4,5.4,-,,,,,8.0,2020.0
29,25.7,30.8,20.8,-,62,0,6.9,3.5,5.4,-,,,,,8.0,2020.0
30,25.6,31.0,21.6,-,67,-,6.9,3.5,5.4,-,o,,,,8.0,2020.0
31,24.4,31.7,19.4,-,77,23.11,6.9,0.9,3.5,-,o,,o,,8.0,2020.0
1,24.0,29.8,20.0,-,80,18.8,8.5,2.0,9.4,-,o,,,,9.0,2020.0
2,22.9,28.4,20.6,-,89,2.03,6.3,1.9,5.4,-,o,,,,9.0,2020.0
3,23.8,28.0,20.5,-,83,29.72,6.9,0.4,3.5,-,o,,,,9.0,2020.0
4,24.9,28.4,21.0,-,73,9.65,6.9,1.9,3.5,-,,,,,9.0,2020.0
5,24.8,29.2,22.3,-,81,0.0,6.9,1.9,5.4,-,,,,,9.0,2020.0
6,25.5,29.4,22.2,-,77,0.0,6.9,2.8,5.4,-,,,,,9.0,2020.0
7,24.4,30.5,20.5,-,74,0.0,6.9,4.1,7.6,-,o,,,,9.0,2020.0
8,24.4,29.8,21.2,-,76,2.03,6.3,3.3,9.4,-,o,,o,,9.0,2020.0
9,23.9,30.2,20.4,-,84,60.96,6.9,3.1,5.4,-,o,,o,,9.0,2020.0
10,22.7,30.6,20.0,-,82,65.02,6.9,4.8,7.6,-,o,,,,9.0,2020.0
11,22.1,27.6,19.9,-,83,0.0,6.9,7.6,11.1,-,o,,,,9.0,2020.0
12,21.5,25.8,20.0,-,89,1.27,4.0,6.5,9.4,-,o,,,,9.0,2020.0
13,21.6,25.5,19.7,-,87,17.53,4.8,6.3,11.1,-,o,,,,9.0,2020.0
14,22.5,25.6,20.4,-,84,1.02,5.8,5.2,9.4,-,,,,,9.0,2020.0
15,22.8,26.5,20.2,-,79,0.0,6.9,6.7,11.1,-,o,,,,9.0,2020.0
16,23.3,26.2,20.2,-,78,0.25,8.2,5.0,9.4,-,,,,,9.0,2020.0
17,23.8,27.0,21.0,-,73,0.0,6.3,4.8,7.6,-,o,,,,9.0,2020.0
18,24.0,28.2,20.8,-,75,0.25,5.5,5.7,11.1,-,o,,,,9.0,2020.0
19,22.1,28.4,20.4,-,85,0.0,6.3,6.9,9.4,-,o,,,,9.0,2020.0
20,20.4,25.8,19.6,-,93,20.83,4.0,8.0,9.4,-,o,,,,9.0,2020.0
21,22.1,26.0,19.0,-,83,11.43,4.8,9.3,14.8,-,o,,,,9.0,2020.0
22,21.7,26.6,19.6,-,84,0.0,6.3,8.3,9.4,-,o,,,,9.0,2020.0
23,22.8,26.2,18.6,-,73,0.0,6.9,6.5,9.4,-,,,,,9.0,2020.0
24,23.7,27.6,20.0,-,76,0.0,7.4,5.0,7.6,-,,,,,9.0,2020.0
25,24.3,28.4,20.9,-,76,0.51,6.9,4.1,5.4,-,o,,,,9.0,2020.0
26,22.8,29.6,20.6,-,80,3.05,5.5,4.8,7.6,-,o,,,,9.0,2020.0
27,23.3,26.0,20.5,-,77,0.0,6.9,2.2,5.4,-,,,,,9.0,2020.0
28,24.1,27.0,20.6,-,77,0.25,5.5,2.2,5.4,-,o,,,,9.0,2020.0
29,22.4,28.1,19.6,-,85,14.99,4.8,3.0,5.4,-,o,,o,,9.0,2020.0
30,22.3,27.8,19.0,-,83,54.36,4.8,5.0,7.6,-,o,,,,9.0,2020.0
1,23.5,26.6,19.5,-,76,0,6.9,3.0,5.4,-,,,,,10.0,2020.0
2,24.7,28.4,21.0,-,72,0,6.3,3.1,7.6,-,o,,,,10.0,2020.0
3,23.5,29.6,20.8,-,79,0.51,5.5,4.3,7.6,-,,,,,10.0,2020.0
4,22.5,28.4,20.0,-,77,0,6.9,5.2,7.6,-,,,,,10.0,2020.0
5,23.6,27.0,19.0,-,74,0.25,6.9,3.3,5.4,-,,,,,10.0,2020.0
6,25.1,30.0,20.2,-,67,0,6.9,3.0,9.4,-,,,,,10.0,2020.0
7,25.0,31.3,21.9,-,72,0,8.5,2.4,5.4,-,,,,,10.0,2020.0
8,25.7,30.4,21.2,-,66,0,7.7,1.3,3.5,-,,,,,10.0,2020.0
9,23.7,31.2,19.8,-,82,0,6.3,2.8,5.4,-,o,,o,,10.0,2020.0
10,23.1,30.0,18.6,-,80,23.62,6.8,3.0,5.4,-,o,,o,,10.0,2020.0
11,21.7,28.2,20.2,-,88,51.05,6.3,4.3,7.6,-,o,,,,10.0,2020.0
12,21.8,24.4,20.0,-,88,3.05,6.3,4.8,7.6,-,o,,,,10.0,2020.0
13,21.2,25.4,20.0,-,88,5.08,4.8,5.7,9.4,-,o,,,,10.0,2020.0
14,21.5,24.6,19.8,-,82,0.51,6.3,7.8,9.4,-,,,,,10.0,2020.0
15,22.5,26.2,19.2,-,76,0,7.7,7.8,22.2,-,,,,,10.0,2020.0
16,23.4,27.8,19.0,-,73,0,6.9,3.3,7.6,-,,,,,10.0,2020.0
17,23.6,28.8,20.0,-,74,-,6.9,1.9,3.5,-,o,,,,10.0,2020.0
18,23.8,28.0,20.8,-,79,0.25,6.9,1.3,3.5,-,o,,,,10.0,2020.0
19,23.3,28.0,21.0,-,85,1.78,4.8,2.0,9.4,-,o,,,,10.0,2020.0
20,22.9,26.6,20.8,-,86,3.81,7.4,3.9,5.4,-,o,,,,10.0,2020.0
21,22.7,26.2,20.4,-,87,67.06,6.9,2.2,3.5,-,o,,o,,10.0,2020.0
22,22.2,26.4,20.6,-,91,5.33,4.8,5.0,7.6,-,o,,,,10.0,2020.0
23,21.0,27.5,17.4,-,90,17.53,4.8,3.1,7.6,-,o,,o,,10.0,2020.0
24,22.0,27.0,17.0,-,79,17.27,5.5,2.0,7.6,-,,,,,10.0,2020.0
25,23.5,27.2,20.2,-,76,0,6.9,0.9,3.5,-,o,,,,10.0,2020.0
26,23.6,29.4,19.4,-,67,7.87,6.9,0.4,3.5,-,o,,,,10.0,2020.0
27,23.7,30.0,19.0,-,66,0,7.6,0.9,3.5,-,,,,,10.0,2020.0
28,23.3,29.6,19.0,-,61,0,6.9,1.1,5.4,-,,,,,10.0,2020.0
29,21.9,28.9,18.2,-,67,0,6.9,2.8,5.4,-,,,,,10.0,2020.0
30,22.9,27.6,17.8,-,62,0,6.9,0.7,5.4,-,,,,,10.0,2020.0
31,24.1,28.8,18.5,-,63,-,6.3,0.9,3.5,-,o,,,,10.0,2020.0
1,24.8,30.4,19.0,-,63,0,6.9,0.0,-,-,o,,,,11.0,2020.0
2,24.3,31.5,20.4,-,70,0.25,6.9,1.3,3.5,-,,,,,11.0,2020.0
3,24.7,29.0,19.8,-,66,0,6.9,1.9,3.5,-,,,,,11.0,2020.0
4,24.5,29.9,20.5,-,71,0,6.9,3.0,5.4,-,,,,,11.0,2020.0
5,24.3,29.4,21.0,-,71,11.94,6.6,2.0,5.4,-,o,,o,,11.0,2020.0
6,23.8,30.4,20.8,-,78,0,6.9,4.4,9.4,-,,,,,11.0,2020.0
7,23.4,29.2,20.2,-,77,0,6.9,3.5,5.4,-,,,,,11.0,2020.0
8,23.4,30.2,20.8,-,76,0,6.9,4.1,7.6,-,,,,,11.0,2020.0
9,22.7,27.8,18.4,-,69,0,7.7,3.0,5.4,-,,,,,11.0,2020.0
10,21.3,28.6,16.0,-,60,0,7.7,2.2,5.4,-,,,,,11.0,2020.0
11,22.7,28.7,16.5,-,66,0,6.9,3.1,5.4,-,,,,,11.0,2020.0
12,23.7,28.4,20.0,-,78,-,7.4,2.8,55.4,-,o,,,,11.0,2020.0
13,22.1,28.0,20.4,-,87,0,5.5,2.8,5.4,-,o,,,,11.0,2020.0
14,22.8,27.4,20.0,-,75,8.89,6.9,5.6,7.6,-,,,,,11.0,2020.0
15,21.6,28.2,19.1,-,90,0,5.5,4.3,5.4,-,o,,,,11.0,2020.0
16,21.6,24.6,20.2,-,90,9.91,5.8,3.9,7.6,-,o,,,,11.0,2020.0
17,22.2,25.0,19.4,-,81,21.08,6.9,7.6,9.4,-,,,,,11.0,2020.0
18,22.8,28.3,19.2,-,76,0,6.9,6.9,11.1,-,,,,,11.0,2020.0
19,22.9,28.3,20.0,-,76,0,6.9,6.5,7.6,-,,,,,11.0,2020.0
20,22.2,28.1,18.6,-,69,0,6.9,5.9,7.6,-,,,,,11.0,2020.0
21,21.9,28.8,17.0,-,50,0,6.9,3.0,5.4,-,,,,,11.0,2020.0
22,21.4,29.6,14.8,-,55,0,6.9,2.0,5.4,-,,,,,11.0,2020.0
23,22.4,28.2,17.4,-,72,0,6.9,4.6,7.6,-,,,,,11.0,2020.0
24,21.8,27.6,18.7,-,78,0,6.9,4.1,5.4,-,,,,,11.0,2020.0
25,21.1,26.6,18.4,-,81,-,6.9,8.0,11.1,-,o,,,,11.0,2020.0
26,19.4,23.8,18.4,-,96,2.03,4.0,5.9,14.8,-,o,,,,11.0,2020.0
27,19.7,22.6,17.8,-,85,13.21,5.5,5.7,9.4,-,o,,,,11.0,2020.0
28,21.5,24.6,17.0,-,79,0.25,6.9,4.3,9.4,-,,,,,11.0,2020.0
29,21.6,25.6,19.0,-,84,0,5.5,4.3,5.4,-,o,,,,11.0,2020.0
30,21.9,26.0,18.4,-,73,0,6.9,4.6,7.6,-,,,,,11.0,2020.0
1,21.1,27.0,17.0,-,60,0.0,6.9,4.8,7.6,-,,,,,12.0,2020.0
2,20.8,26.6,16.7,-,77,0.0,6.9,4.3,7.6,-,,,,,12.0,2020.0
3,19.9,26.4,18.0,-,89,2.29,4.0,4.3,7.6,-,o,,,,12.0,2020.0
4,20.8,22.2,19.2,-,88,1.78,5.5,3.9,7.6,-,o,,,,12.0,2020.0
5,21.0,23.2,19.4,-,88,0.76,6.9,6.5,9.4,-,o,,,,12.0,2020.0
6,20.9,24.0,18.5,-,89,1.27,6.3,3.3,5.4,-,o,,,,12.0,2020.0
7,21.7,25.2,19.4,-,84,7.62,5.5,5.6,9.4,-,o,,,,12.0,2020.0
8,21.3,26.2,19.5,-,91,5.59,5.5,2.8,5.4,-,o,,,,12.0,2020.0
9,21.7,25.0,19.4,-,84,0.76,6.9,4.4,5.4,-,o,,,,12.0,2020.0
10,21.3,27.0,16.4,-,61,0.0,8.5,2.0,7.6,-,,,,,12.0,2020.0
11,21.2,28.4,16.6,-,60,0.0,7.7,1.1,3.5,-,,,,,12.0,2020.0
12,20.4,29.3,15.4,-,67,0.0,6.3,2.2,5.4,-,,,,,12.0,2020.0
13,21.2,28.0,17.0,-,70,0.0,6.9,0.0,-,-,,,,,12.0,2020.0
14,20.8,27.5,17.2,-,69,0.0,6.9,2.2,3.5,-,,,,,12.0,2020.0
15,21.3,27.8,16.4,-,66,0.0,6.9,3.0,5.4,-,,,,,12.0,2020.0
16,21.8,27.0,18.0,-,77,0.0,6.9,3.5,5.4,-,,,,,12.0,2020.0
17,21.7,26.8,19.5,-,78,0.25,6.9,2.2,3.5,-,o,,,,12.0,2020.0
18,22.1,26.8,18.4,-,62,0.0,6.9,4.3,7.6,-,,,,,12.0,2020.0
19,20.4,28.0,17.2,-,73,0.0,6.3,3.3,7.6,-,,,,,12.0,2020.0
20,20.3,25.6,17.0,-,73,0.0,6.3,2.2,7.6,-,,,,,12.0,2020.0
21,19.7,25.7,14.5,-,66,0.0,6.9,0.9,3.5,-,,,,,12.0,2020.0
22,20.6,27.4,14.4,-,66,0.0,6.9,2.4,5.4,-,,,,,12.0,2020.0
23,21.2,28.8,16.6,-,72,0.0,6.9,3.1,5.4,-,,,,,12.0,2020.0
24,21.7,27.5,17.4,-,70,0.0,6.9,2.8,7.6,-,,,,,12.0,2020.0
25,21.2,28.2,17.4,-,65,0.0,6.9,1.1,5.4,-,,,,,12.0,2020.0
26,21.2,29.0,16.0,-,61,0.0,6.9,2.8,5.4,-,,,,,12.0,2020.0
27,21.4,28.4,15.2,-,61,0.0,6.9,1.5,5.4,-,,,,,12.0,2020.0
28,21.2,29.8,16.4,-,55,0.0,6.9,2.0,5.4,-,,,,,12.0,2020.0
29,22.5,29.8,16.4,-,74,0.0,6.9,4.4,7.6,-,,,,,12.0,2020.0
30,22.8,29.0,18.4,-,74,0.0,6.9,4.8,11.1,-,,,,,12.0,2020.0
31,21.1,29.6,18.8,-,80,0.0,6.3,5.0,9.4,-,o,,,,12.0,2020.0
1,20.6,25.3,16.6,-,70,0.51,6.6,5.2,7.6,-,,,,,1.0,2021.0
2,20.9,26.0,16.6,-,80,-,5.5,5.2,7.6,-,o,,,,1.0,2021.0
3,21.9,26.0,18.8,-,81,0,6.9,6.5,9.4,-,,,,,1.0,2021.0
4,20.8,27.6,19.0,-,83,0,5.5,4.1,9.4,-,,,,,1.0,2021.0
5,21.9,26.2,18.7,-,81,0,6.9,5.2,9.4,-,,,,,1.0,2021.0
6,21.2,27.3,20.0,-,89,10.92,4.8,2.2,18.3,-,o,,,,1.0,2021.0
7,21.6,25.4,19.1,-,90,0.51,6.3,3.5,5.4,-,o,,,,1.0,2021.0
8,22.3,27.0,20.0,-,83,0,6.3,1.9,5.4,-,,,,,1.0,2021.0
9,21.4,27.0,19.2,-,85,0,6.3,3.1,7.6,-,o,,,,1.0,2021.0
10,22.2,26.2,18.6,-,79,0,6.9,3.1,7.6,-,o,,,,1.0,2021.0
11,21.6,26.9,19.4,-,82,0,6.3,2.0,5.4,-,,,,,1.0,2021.0
12,20.4,25.4,18.2,-,73,0,6.9,3.1,5.4,-,,,,,1.0,2021.0
13,21.3,26.0,16.8,-,71,0,6.9,3.9,7.6,-,,,,,1.0,2021.0
14,20.8,27.7,16.4,-,81,0,6.9,4.6,11.1,-,o,,,,1.0,2021.0
15,21.8,25.4,17.3,-,76,0,6.9,4.1,5.4,-,,,,,1.0,2021.0
16,22.2,27.4,18.1,-,72,0,6.3,4.8,7.6,-,,,,,1.0,2021.0
17,22.2,29.2,17.0,-,65,0,6.9,2.8,7.6,-,,,,,1.0,2021.0
18,21.8,29.6,15.5,-,64,0,6.9,1.3,3.5,-,,,,,1.0,2021.0
19,21.8,28.8,16.1,-,66,0,6.9,1.3,5.4,-,,,,,1.0,2021.0
20,22.7,28.4,16.0,-,67,0,6.9,2.2,5.4,-,,,,,1.0,2021.0
21,23.8,31.1,17.0,-,67,0,6.9,0.4,3.5,-,,,,,1.0,2021.0
22,23.8,31.1,20.0,-,73,0,6.3,3.0,7.6,-,,,,,1.0,2021.0
23,22.5,30.3,18.0,-,67,0,6.9,3.5,5.4,-,,,,,1.0,2021.0
24,21.9,29.2,17.0,-,61,0,6.9,2.8,3.5,-,,,,,1.0,2021.0
25,21.6,29.5,16.3,-,62,0,6.9,3.0,5.4,-,,,,,1.0,2021.0
26,21.9,29.4,15.4,-,57,0,6.9,1.9,3.5,-,,,,,1.0,2021.0
27,21.7,30.8,15.4,-,58,0,6.9,4.1,7.6,-,,,,,1.0,2021.0
28,21.6,30.2,16.0,-,62,0,6.9,5.0,9.4,-,,,,,1.0,2021.0
29,22.4,28.4,18.0,-,65,0,6.9,4.6,7.6,-,,,,,1.0,2021.0
30,22.8,29.3,17.4,-,61,0,6.9,4.1,5.4,-,,,,,1.0,2021.0
31,22.7,29.8,17.2,-,60,0,6.3,5.2,7.6,-,,,,,1.0,2021.0
1,22.8,30.1,16.8,-,53,0,6.9,4.1,7.6,-,,,,,2.0,2021.0
2,22.1,29.6,16.8,-,62,0,6.9,5.4,9.4,-,,,,,2.0,2021.0
3,21.8,28.6,17.9,-,64,0,6.9,5,7.6,-,,,,,2.0,2021.0
4,22.1,28.5,16.1,-,57,0,5.5,5,7.6,-,,,,,2.0,2021.0
5,22.2,29.4,15.4,-,53,0,6.9,5,9.4,-,,,,,2.0,2021.0
6,22.4,30.4,15.6,-,53,0,6.9,4.6,11.1,-,,,,,2.0,2021.0
7,22.3,30.4,15,-,44,0,6.9,4.6,7.6,-,,,,,2.0,2021.0
8,22.1,30.1,16.1,-,51,0,6.9,4.6,11.1,-,,,,,2.0,2021.0
9,20.6,29.8,14.9,-,61,0,6.6,4.6,5.4,-,,,,,2.0,2021.0
10,21.7,28.6,14.4,-,46,0,8.5,3.1,5.4,-,,,,,2.0,2021.0
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,2021.0
12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,2021.0
13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,2021.0
14,23,31,16.2,-,53,0,6.9,3.1,9.4,-,,,,,2.0,2021.0
15,24,31.5,17.9,-,52,0,6.9,1.5,5.4,-,,,,,2.0,2021.0
16,23.9,32,18.4,-,55,0,6.9,4.6,9.4,-,,,,,2.0,2021.0
17,23.8,31.4,18.4,-,55,0,8.5,4.8,9.4,-,,,,,2.0,2021.0
18,22.8,31.2,18,-,61,0,6.9,5.9,11.1,-,,,,,2.0,2021.0
19,22.8,29.3,18.2,-,58,0,8.5,4.6,7.6,-,,,,,2.0,2021.0
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,2021.0
21,20.6,22.2,19,-,84,3.05,5,7,11.1,-,,,,,2.0,2021.0
22,22.8,28,18.1,-,70,0,6.9,4.6,7.6,-,,,,,2.0,2021.0
23,24.5,30.4,18.2,-,65,0,6.9,2.4,5.4,-,,,,,2.0,2021.0
24,24.4,31.1,18,-,65,0,6.9,2.8,5.4,-,,,,,2.0,2021.0
25,25.3,32,17.4,-,56,0,6.9,1.5,5.4,-,,,,,2.0,2021.0
26,25.8,33,18.4,-,55,0,6.9,1.1,5.4,-,,,,,2.0,2021.0
27,26.2,34.1,19,-,58,0,6.9,1.3,3.5,-,,,,,2.0,2021.0
28,26,33.8,20,-,50,0,6.9,3.3,5.4,-,,,,,2.0,2021.0
1,25.4,33.8,17.4,-,39,0,6.9,2.4,5.4,-,,,,,3.0,2021.0
2,25.3,33.6,18.4,-,42,0,6.9,2.8,5.4,-,,,,,3.0,2021.0
3,25.0,32.5,18.2,-,37,0,6.9,3.0,7.6,-,,,,,3.0,2021.0
4,24.6,32.3,16.5,-,36,0,6.9,2.8,5.4,-,,,,,3.0,2021.0
5,24.9,32.0,16.7,-,42,0,6.9,2.8,5.4,-,,,,,3.0,2021.0
6,26.7,34.4,18.4,-,40,0,6.9,2.8,5.4,-,,,,,3.0,2021.0
7,26.5,35.9,17.5,-,38,0,6.9,3.1,5.4,-,,,,,3.0,2021.0
8,26.0,33.8,19.0,-,40,0,6.9,3.1,5.4,-,,,,,3.0,2021.0
9,25.6,33.5,18.7,-,49,0,6.9,3.9,7.6,-,,,,,3.0,2021.0
10,27.0,33.6,19.5,-,48,0,7.4,3.1,5.4,-,,,,,3.0,2021.0
11,25.9,33.0,20.3,-,52,0,6.9,3.5,5.4,-,,,,,3.0,2021.0
12,25.4,33.4,19.6,-,53,0,6.9,3.0,5.4,-,,,,,3.0,2021.0
13,25.1,32.6,16.7,-,47,0,7.7,3.1,9.4,-,,,,,3.0,2021.0
14,26.0,33.0,18.6,-,51,0,6.9,3.9,11.1,-,,,,,3.0,2021.0
15,26.5,33.8,18.0,-,44,0,6.9,3.0,5.4,-,,,,,3.0,2021.0
16,26.8,34.0,19.8,-,50,0,6.9,2.2,3.5,-,,,,,3.0,2021.0
17,26.2,34.4,19.5,-,45,0,6.9,3.0,5.4,-,,,,,3.0,2021.0
18,26.3,33.6,19.8,-,43,0,6.9,3.5,5.4,-,,,,,3.0,2021.0
19,26.2,33.6,19.6,-,42,0,6.9,2.4,5.4,-,,,,,3.0,2021.0
20,26.3,33.8,19.6,-,45,0,7.7,2.8,9.4,-,,,,,3.0,2021.0
21,26.5,34.2,19.7,-,40,0,6.9,2.0,9.4,-,,,,,3.0,2021.0
22,26.8,34.6,18.8,-,40,0,6.9,3.7,7.6,-,,,,,3.0,2021.0
23,27.8,34.8,20.7,-,48,0,6.3,3.9,9.4,-,,,,,3.0,2021.0
24,27.6,35.6,20.8,-,46,0,8.5,3.9,7.6,-,,,,,3.0,2021.0
25,28.2,34.6,21.6,-,41,0,6.9,2.8,7.6,-,,,,,3.0,2021.0
26,28.1,35.1,21.6,-,38,0,6.9,4.8,7.6,-,,,,,3.0,2021.0
27,28.0,35.7,21.0,-,47,0,6.3,5.4,11.1,-,,,,,3.0,2021.0
28,26.9,35.0,22.5,-,48,0,6.6,3.1,51.9,-,,,,,3.0,2021.0
29,28.0,34.0,21.7,-,48,0,6.9,4.1,5.4,-,,,,,3.0,2021.0
30,28.2,34.8,23.0,-,48,0,7.7,3.7,9.4,-,,,,,3.0,2021.0
31,29.3,35.6,22.4,-,45,0,6.9,3.9,9.4,-,,,,,3.0,2021.0
1,29.2,37.2,23.1,-,45,0,6.6,4.8,9.4,-,,,,,4.0,2021.0
2,28.7,36.7,21.4,-,42,0,6.9,4.6,11.1,-,,,,,4.0,2021.0
3,28.3,36.8,22.4,-,52,-,6.9,4.4,9.4,-,o,,,,4.0,2021.0
4,29.1,35.2,23.0,-,46,0,6.9,4.8,9.4,-,,,,,4.0,2021.0
5,28.0,36.0,22.8,-,54,0,6.9,5.0,7.6,-,,,,,4.0,2021.0
6,27.4,35.3,22.5,-,54,0,6.9,5.0,7.6,-,,,,,4.0,2021.0
7,28.3,35.0,20.8,-,39,0,6.3,4.1,9.4,-,,,,,4.0,2021.0
8,27.8,35.6,22.6,-,43,0,6.9,3.5,5.4,-,,,,,4.0,2021.0
9,27.5,35.0,22.0,-,49,0,6.9,4.8,9.4,-,,,,,4.0,2021.0
10,26.9,34.8,21.0,-,50,0,7.7,3.5,7.6,-,,,,,4.0,2021.0
11,27.3,33.8,21.5,-,54,0,6.3,5.0,7.6,-,,,,,4.0,2021.0
12,27.3,34.4,22.2,-,59,0,6.9,5.2,7.6,-,,,,,4.0,2021.0
13,27.1,33.8,22.8,-,60,0,6.9,4.6,11.1,-,,,,,4.0,2021.0
14,25.2,33.4,21.8,-,72,1.02,6.3,3.7,7.6,-,o,,,,4.0,2021.0
15,25.3,33.2,19.8,-,67,1.78,5.8,2.6,48.2,-,o,,,,4.0,2021.0
16,27.2,32.6,20.8,-,59,0.25,6.9,4.6,7.6,-,,,,,4.0,2021.0
17,27.7,33.4,22.4,-,60,0,7.7,2.2,7.6,-,,,,,4.0,2021.0
18,27.8,33.4,23.4,-,57,0,6.9,5.2,9.4,-,,,,,4.0,2021.0
19,28.3,34.3,22.7,-,56,0,6.3,4.8,9.4,-,,,,,4.0,2021.0
20,27.5,34.6,23.4,-,59,0,6.3,3.5,9.4,-,o,,,,4.0,2021.0
21,26.6,34.4,21.4,-,65,0,6.9,2.8,5.4,-,o,,o,,4.0,2021.0
22,24.3,34.6,20.5,-,79,28.7,5.5,1.1,5.4,-,o,,o,,4.0,2021.0
23,24.4,32.2,20.0,-,70,21.34,6.9,1.9,5.4,-,o,,o,,4.0,2021.0
24,24.6,31.7,20.0,-,76,65.79,6.9,1.9,3.5,-,o,,o,,4.0,2021.0
25,26.5,31.9,21.8,-,66,0,6.9,0.4,3.5,-,,,,,4.0,2021.0
26,27.3,33.0,23.0,-,57,0,6.9,1.1,5.4,-,,,,,4.0,2021.0
27,27.1,32.4,23.2,-,54,0,6.6,1.5,3.5,-,,,,,4.0,2021.0
28,27.7,33.4,21.5,-,57,0,6.3,0.9,3.5,-,,,,,4.0,2021.0
29,26.6,34.0,21.8,-,65,0,6.6,3.7,11.1,-,,,o,,4.0,2021.0
30,26.8,34.4,21.2,-,61,-,6.3,2.8,7.6,-,o,,o,,4.0,2021.0
1,27.1,33.4,22.5,-,61,0.0,6.3,4.6,5.4,-,,,,,5.0,2021.0
2,27.0,32.9,23.4,-,63,0.0,6.3,3.0,7.6,-,,,,,5.0,2021.0
3,27.3,33.0,22.7,-,67,0.0,6.9,3.9,5.4,-,,,,,5.0,2021.0
4,26.3,32.7,24.0,-,70,0.76,5.5,2.4,5.4,-,,,,,5.0,2021.0
5,28.2,32.4,23.0,-,59,0.0,7.4,4.3,9.4,-,,,,,5.0,2021.0
6,27.4,33.7,23.9,-,64,0.0,5.5,3.9,7.6,-,,,,,5.0,2021.0
7,27.2,33.0,22.6,-,64,0.0,6.3,4.6,11.1,-,,,,,5.0,2021.0
8,26.8,33.0,23.3,-,68,0.0,6.9,2.8,5.4,-,,,,,5.0,2021.0
9,28.2,33.4,22.3,-,60,0.0,6.9,4.4,9.4,-,,,,,5.0,2021.0
10,27.0,34.4,24.4,-,71,2.03,6.3,2.4,5.4,-,,,o,,5.0,2021.0
11,27.3,33.8,23.3,-,69,0.0,6.9,1.5,3.5,-,,,o,,5.0,2021.0
12,25.5,33.9,21.2,-,79,0.0,5.5,3.9,5.4,-,o,,o,,5.0,2021.0
13,25.4,31.9,20.7,-,77,35.05,5.5,1.9,3.5,-,o,,o,,5.0,2021.0
14,26.7,31.9,21.4,-,69,26.16,6.9,4.1,11.1,-,,,,,5.0,2021.0
15,23.8,32.6,22.2,-,78,0.0,4.8,9.6,18.3,-,o,,,,5.0,2021.0
16,24.0,28.0,21.4,-,77,0.0,6.3,6.3,11.1,-,o,,,,5.0,2021.0
17,25.7,31.6,21.0,-,72,0.0,6.9,6.7,9.4,-,,,,,5.0,2021.0
18,25.7,32.6,21.6,-,74,0.0,6.9,5.4,7.6,70.2,o,,,,5.0,2021.0
19,26.4,33.1,21.6,-,69,0.0,6.3,9.8,14.8,70.2,,,,,5.0,2021.0
20,24.7,33.4,22.2,-,79,1.02,5.5,8.0,18.3,-,o,,o,,5.0,2021.0
21,23.3,30.8,21.4,-,86,2.79,4.8,5.7,18.3,-,o,,o,,5.0,2021.0
22,23.8,28.8,21.0,-,82,25.4,4.8,4.3,9.4,-,o,,o,,5.0,2021.0
